1e-13	3.1622776601683846e-11	5.6568542494923947e-08	1.4	1.4	1.1	200.0	0.055622040997990355
1e-13	3.1622776601683846e-11	5.6568542494923947e-08	1.4	1.4	1.1	150.0	0.04817010051459921
1e-13	3.274549162877731e-12	3.0648490135696826e-10	1.66	1.66	1.1	200.0	0.055622040997990355
1e-13	3.274549162877731e-12	3.0648490135696826e-10	1.66	1.66	1.1	150.0	0.04817010051459921
1e-13	1.7782794100389232e-12	7.521206186172785e-11	1.8	1.8	1.1	200.0	0.055622040997990355
1e-13	1.7782794100389232e-12	7.521206186172785e-11	1.8	1.8	1.1	150.0	0.04817010051459921
1e-13	1.000000000000003e-08	0.03200000000000018	1.2	1.2	1.1	200.0	0.055622040997990355
1e-13	1.000000000000003e-08	0.03200000000000018	1.2	1.2	1.1	150.0	0.04817010051459921
3e-13	9.486832980505152e-11	1.697056274847718e-07	1.4	1.4	1.1	200.0	0.055622040997990355
3e-13	9.486832980505152e-11	1.697056274847718e-07	1.4	1.4	1.1	150.0	0.04817010051459921
3e-13	9.823647488633193e-12	9.194547040709048e-10	1.66	1.66	1.1	200.0	0.055622040997990355
3e-13	9.823647488633193e-12	9.194547040709048e-10	1.66	1.66	1.1	150.0	0.04817010051459921
3e-13	5.334838230116769e-12	2.2563618558518354e-10	1.8	1.8	1.1	200.0	0.055622040997990355
3e-13	5.334838230116769e-12	2.2563618558518354e-10	1.8	1.8	1.1	150.0	0.04817010051459921
3e-13	3.0000000000000083e-08	0.09600000000000052	1.2	1.2	1.1	200.0	0.055622040997990355
3e-13	3.0000000000000083e-08	0.09600000000000052	1.2	1.2	1.1	150.0	0.04817010051459921
6e-13	1.8973665961010303e-10	3.394112549695436e-07	1.4	1.4	1.1	200.0	0.055622040997990355
6e-13	1.8973665961010303e-10	3.394112549695436e-07	1.4	1.4	1.1	150.0	0.04817010051459921
6e-13	1.9647294977266386e-11	1.8389094081418095e-09	1.66	1.66	1.1	200.0	0.055622040997990355
6e-13	1.9647294977266386e-11	1.8389094081418095e-09	1.66	1.66	1.1	150.0	0.04817010051459921
6e-13	1.0669676460233539e-11	4.512723711703671e-10	1.8	1.8	1.1	200.0	0.055622040997990355
6e-13	1.0669676460233539e-11	4.512723711703671e-10	1.8	1.8	1.1	150.0	0.04817010051459921
6e-13	6.000000000000017e-08	0.19200000000000103	1.2	1.2	1.1	200.0	0.055622040997990355
6e-13	6.000000000000017e-08	0.19200000000000103	1.2	1.2	1.1	150.0	0.04817010051459921
